audio	sentence	speaker_gender
03-200918-110406_bem_798_elicit_23.wav	nseba ishilolesha capamo uko shileya	Female
17-200915-120130_bem_346_elicit_38.wav	caawama	Female
04-201008-151412_bem_40e_elicit_21.wav	eo mukaya nao kuli mwano akatupapatileko ku milungu isuma twacula muno ku balwani	Female
03-200916-015847_bem_798_elicit_24.wav	mu nsaka ya sempya ba katumbi naba katumba balaletamo icila	Female
03-201006-025003_bem_798_elicit_36.wav	umutima umo wale waya kuu ebe wongo fyonse ilyo aendele umbi nao auti yoo pali filya natule nkama	Female
04-201005-212105_bem_40e_elicit_5.wav	elyo ati cisuma kandale fino fine mailo ulucelo nkesha inshila shimbi mpaka nkafume	Female
04-201009-122744_bem_40e_elicit_19.wav	palya abantu balaitila katapa no bowa	Female
17-200916-152419_bem_346_elicit_42.wav	limbi ne cisungu munshita shimi shimo	Female
03-201004-103454_bem_798_elicit_29.wav	abali kunse apo ninshi balepundafye utupundu nokuseka akalanga	Female
04-201008-155010_bem_40e_elicit_16.wav	kano fye abafyalwa babili ubushiku bumo abasendame fume limo bena tababuka mashina yabo	Female
03-201007-002328_bem_798_elicit_40.wav	abashilika babiye abebele ukuti balolele ba mangala na bambi kuti bese pantu baali ku makasa	Female
04-201008-153522_bem_40e_elicit_2.wav	fimo bayabyala fimbi balalya	Female
03-200916-033028_bem_798_elicit_35.wav	na pamulandu wa ifi bakapita ba ncito pamo naba bomfi balakwatamo no mwenso mu ncito shabo	Female
07-200916-171635_bem_c20_elicit_34.wav	elyo imfumu pakumona umwana waiko awamisha yalatontonkanya ifyo ingacita kumuntu uukamupa	Female
09-200916-054405_bem_a40_elicit_18.wav	ifwile yaba ukutali no kupitila mulamba wa menshi	Female
03-200916-120506_bem_798_elicit_30.wav	na mu cibemba mwine umulungu wakwata inshiku cinelubali tafyapusana iyo	Female
04-201005-204642_bem_40e_elicit_4.wav	aba bene bakalamba balesosa abati mulenga takafwe pantu lesa alimulemba icishibile icakukanaipaiwa	Female
04-201005-204642_bem_40e_elicit_12.wav	mulenga apususha abantu mu buta	Female
04-200916-232620_bem_346_elicit_23.wav	ciinshi eco ulandilamo	Female
06-200916-150125_bem_c20_elicit_29.wav	awe alaaya afika na kumushi atwala nakameme kuli banyina ati	Female
06-200916-094743_bem_c20_elicit_25.wav	awe nkalamo akaposa na pefwe kaibila	Female
03-200923-215451_bem_798_elicit_26.wav	bushe kuti waita shani iwe pamo nga mwina kristu nga cakuti abena kristu bamo batontonkanya ukufuma mu cilonganino panuma ya kutunganyo kutila intungulushi tashilebombela mu mushilo	Female
03-201007-022920_bem_798_elicit_38.wav	umutima umbi nao walolele mu kuti akayefunde caalo caba makusuli conse ubukilistiani	Female
03-200925-053533_bem_798_elicit_34.wav	kabili ali uwaiteyanya ukutungilila icilonganino twabamo kuti twamulangisha ku ba lukuta	Female
14-201008-145225_bem_40e_elicit_3.wav	kuti alesakamana ukuti nalimo nakulacelwa atemwa umulimo wandi tawakapwe bwangu	Female
03-201004-113233_bem_798_elicit_28.wav	kanshi atile shamitombo ashitungulukakofye bamuleka akula aba ne myaka ikumi limo naibili	Female
03-201001-100406_bem_798_elicit_19.wav	ilyo yaishile casangilwe ukutila iyi mfwa yafumine kucanakashi pamulandu wakutila bayama baile lala namuka mwine ekuma ulutembo awe bamaayo ebo caikata nemfwa yabasanga	Female
03-201002-054811_bem_798_elicit_36.wav	ubwalwa tekunwa fye leelo kano nokulima pantu ekuleta ubwalwa	Female
03-201002-091908_bem_798_elicit_7.wav	bushe kapumpe aloseshe mwi pakutila nshatalile ansesesha umwaume ubukushi	Female
03-200916-015847_bem_798_elicit_22.wav	leelo mu nsaka kulabafye umo uuleta icila uukoshe nsaka ukupitila mukwipela kwakwe	Female
04-200916-232841_bem_346_elicit_14.wav	awe cakwe	Female
06-200916-150125_bem_c20_elicit_15.wav	camweba aciti cisuma apo iwe watila balakukaana buula akameme aka	Female
17-200915-120130_bem_346_elicit_16.wav	kuli imwe mwebashipwile	Female
03-200921-154823_bem_798_elicit_33.wav	elyo nokusangwa mwibumba ilyabaleufya icupo cakupatikishiwa ngacakuti teiwe cikumine	Female
03-200916-015847_bem_798_elicit_34.wav	tabeemba lupiya kabili tabakwata icapu cakupanga ulupiya	Female
03-200916-010158_bem_798_elicit_17.wav	eico mulifyonse ifyo umufyashi acita alafwaya ukuba icilangililo ku bana	Female
04-200916-232841_bem_346_elicit_5.wav	afwile acipalanya muci soli	Female
04-200917-201407_bem_346_elicit_4.wav	elo nomba waipusha	Female
17-200916-192637_bem_346_elicit_21.wav	imiku shibilifye	Female
04-201008-160002_bem_40e_elicit_6.wav	aleita no kwita ati we munandi twende ku mushi bwalaila umubiye ulya no kwasuka nakalya aleya fye cinshinshi	Female
03-201002-051828_bem_798_elicit_5.wav	twayafika pali mwine mushi umbi asenda abakulu mukunwa ubwalwa ine nashaala	Female
11-201007-191752_bem_c4b_elicit_1.wav	bane ee	Female
03-200925-010537_bem_798_elicit_7.wav	twapapata twishibisheniko	Female
03-200925-053533_bem_798_elicit_11.wav	kwaba inshila ishalekana lekana isho utubungwe twa batetekela bengapokelelamo bamembala bapya	Female
03-201002-054811_bem_798_elicit_29.wav	naingila incito yakutoola utukopo apa epalenwena bacimbwi caikalamba	Female
06-200916-110927_bem_c20_elicit_1.wav	kalaikanga na kumulilo akati imfula ya uno mwaka nayo ileloka na amalumba tata	Female
03-200921-162447_bem_798_elicit_38.wav	nangu kabiyeni pe buula lyapa intaneti ilya one eight zero zero respect apo mwalasanga ilyashi lyonse ilikumine ba lgbtiq pa wwwone eight zero zero respectorgau	Female
03-200925-061220_bem_798_elicit_23.wav	er  cisuma mwikatila nshamyebele	Female
03-201007-015856_bem_798_elicit_53.wav	amwenefye uko umukashi wakwe awa no mulopa walipo na cululululululu	Female
03-200925-043821_bem_798_elicit_38.wav	icikope camutwe wa munenu uyo mwaishibana nankwe bwino bwino	Female
04-200917-143010_bem_346_elicit_23.wav	utumitwe utwakashika etukalabomba nga balelanda ici soli	Female
03-200916-023738_bem_798_elicit_13.wav	umuntu ngakobekela umwanakashi afwile aposeko amano  ngalabako lwakwe bakamupokolola umwanakashi kuli umbi	Female
06-200916-154519_bem_c20_elicit_46.wav	lumbasa apo aali aumafye kunseko aseka na kanwa katanunuka	Female
11-201007-191752_bem_c4b_elicit_17.wav	soosa nao mu mpanga ekalile ukuiconcobwela alelongofyanya no kulongofyanya	Female
03-200925-062606_bem_798_elicit_41.wav	mu kuya kwa nshita bakalasenda impendwa ya fitabo ukulingana ne ndalama bashitishe mu fitabo ifyalekeleshe	Female
03-200925-003120_bem_798_elicit_28.wav	nga twacita ici ninshi twalaba ukutila bushiku bumo lesa akatwipusha ukulondolola	Female
03-201006-003654_bem_798_elicit_32.wav	kuti pakwisaposho mweni na mafumo beshile basumbwilefye limo	Female
04-201008-151412_bem_40e_elicit_9.wav	no bushe ilyo babwelela ku mushi bayashimikila abanabo ifyo mulenga alima	Female
17-200916-192637_bem_346_elicit_46.wav	nafuma mu citungu  ca kukabanga	Female
03-201006-011410_bem_798_elicit_13.wav	bati bafike ku calici babulo tufipe pantu latwafulile batubika mwisamba lya cimuti	Female
03-200916-141341_bem_798_elicit_13.wav	nkaya nkaya apwile ubunga mu katondo	Female
03-201002-051828_bem_798_elicit_32.wav	ngokasambilisha abana bobe atemwa bakaba abantu yawe yawe	Female
06-200916-094743_bem_c20_elicit_9.wav	kalulu ati cisuma kabiyeni	Female
03-200924-200908_bem_798_elicit_10.wav	pamulandu wakuti ali uwasubwa na mupashi wa mushilo tacamwanshishe ukulwa bulya bulwi	Female
04-200916-232620_bem_346_elicit_4.wav	zenaida isa kuno kuntanshi	Female
03-200916-141341_bem_798_elicit_23.wav	ubucenjeshi bwankoko pungwa tasakamana	Female
03-200925-062606_bem_798_elicit_34.wav	umuntu onse ukubikapofye na balya abashaba mu nkuta sha christian brethren bali abantungwa ukushitako ici citabo	Female
03-201006-002050_bem_798_elicit_9.wav	aleya pe mu mpanga na wishi ku kusambilile candamali	Female
11-201011-181911_bem_c4b_elicit_13.wav	ninshi uko bacifwaya ukuya kwafulungana	Female
04-201005-213708_bem_40e_elicit_21.wav	na nomba batila amamba ya mbalala balelya ne mito balekosesha umulilo ne lino lya nsofu apo mulenga aleikala kuti wafisanga mu lupili lwa chisha	Female
06-200917-110207_bem_c20_elicit_6.wav	kalulu abwelelamo	Female
03-200925-043821_bem_798_elicit_17.wav	kabili nineteen eighty eight naile mukusambilila icebo ku bible school	Female
03-200921-143443_bem_798_elicit_19.wav	ici cilapinkana na mafunde elyo kuti mwafuma no kukakwa	Female
03-201006-025003_bem_798_elicit_4.wav	na ifwe ukuli lesa wesu nampo nga kwaba na lesa wa bapuupu twaumfwako ilyashi ukuti balepanga ukulwikala	Female
06-200918-153816_bem_c20_elicit_19.wav	elyo ine uukepaya inkalamo iyi sunkutuwamilimo nkamufya umwana wandi kasuba ubushiku ubo bwine	Female
03-201006-005222_bem_798_elicit_20.wav	umutima umo auti bushe ninshi nsose	Female
04-200917-142312_bem_346_elicit_24.wav	makumbi makumbi  icakashika katapakatapa	Female
03-200918-110406_bem_798_elicit_25.wav	nseba ishikala pamo	Female
04-201005-204642_bem_40e_elicit_3.wav	lelo ine calenkalipa sana pa kumfwa ifyo ukulanda kwabo takwalelembwa	Female
17-200915-120130_bem_346_elicit_35.wav	tweleleni bakafundisha natucelwa mwaumfwa	Female
03-200925-003120_bem_798_elicit_36.wav	iyi te nshila yakupwishishamo ubwafya	Female
03-200916-010158_bem_798_elicit_36.wav	kwikoshi kwena telingi	Female
04-200917-201407_bem_346_elicit_0.wav	kutampilapo ukumuposha	Female
03-200916-015847_bem_798_elicit_45.wav	leelo alingile ukusakamana fye ifyo aikwatile  ifi fine e fikulu	Female
03-200924-181036_bem_798_elicit_25.wav	ifi konaula inshita na maka	Female
06-200917-130741_bem_c20_elicit_12.wav	cilyafye papita umweshi umo	Female
03-200920-120041_bem_798_elicit_3.wav	ne mfyo ukuleka ukubomba kabili kuti bwaleta imfwa	Female
03-201007-002328_bem_798_elicit_35.wav	umo mukati ati apwemofye akashita akanoono aisafuma ne mfalashi yakwe aima apita uyo	Female
03-200916-142856_bem_798_elicit_17.wav	uwingila mumushitu tomfwa iswa swa	Female
03-201007-004908_bem_798_elicit_11.wav	naco co kuti capose nshita	Female
03-201006-013752_bem_798_elicit_16.wav	icalemusakamikakofye ni peleti no kunine mfalashi	Female
04-200917-143010_bem_346_elicit_13.wav	mumush walwimba abalanda icisoli insa shibili ukufuma ku lusaka	Female
03-201002-091908_bem_798_elicit_15.wav	ukufuma kubafyashi babo eko bakopa ifyapala ukubumba inongo ukuluka imiseke	Female
07-200916-164857_bem_c20_elicit_26.wav	ati mukwai njishile ndelondola ifumo lyandi naalashile kapoli elyo aingila pabwendo elyo naine epo naingila e buno bwamfisha kuno	Female
17-200916-152419_bem_346_elicit_37.wav	balasanga icakosa saana ukutampa ukulanda indimi ishi shimbi	Female
14-201008-145225_bem_40e_elicit_16.wav	mu mano yakwe aletontonkanya ukuti palya pantu pali imfumu ikalamba iyacita cilya cipapwa icakuti uku konse umumana wafuma waba fye uusuma uwatambalala	Female
03-201002-054811_bem_798_elicit_4.wav	alandile napakupatulukana ama sukuluabatifi beka nabasungu beeka	Female
07-200916-171635_bem_c20_elicit_32.wav	kalulu aupa umwana wa mfumu	Female
03-200916-125910_bem_798_elicit_18.wav	niwe cikonkolo mposwa pebumba	Female
06-200916-154519_bem_c20_elicit_29.wav	kapoli kale aalifye nakanwa akasuma ngefi fine inama mbiye shonse shaba	Female
03-200921-162447_bem_798_elicit_35.wav	aka kabungwe kalapelako ilyashi lyabu mpanda mano ilya lutu kabili ilya nkama pali lamya elyo napa intaneti	Female
09-200916-054405_bem_a40_elicit_46.wav	inkupiko yapa cishima kwati naicepa	Female
03-201003-235942_bem_798_elicit_29.wav	mwaisule iwena ne mfubu	Female
03-200921-112400_bem_798_elicit_4.wav	ba kapokola mu calo ca australia bantu abasuma kabili abacetekelwa	Female
03-200916-015847_bem_798_elicit_6.wav	ngacili ifyo twalaanda tacilingile ukulowa umwana wenu afyeele	Female
03-201007-004908_bem_798_elicit_35.wav	ilyo naumfwile ukuti uli wa ku lupwa lwa bufumu umutima waculile cibi	Female
03-200925-010537_bem_798_elicit_26.wav	nokuti beluke ukuti lesa kuti acita nokubomba cimo cine mu myeo yabo ico acita no kubomba mu mweo wandi ne ulebeba	Female
03-200921-154823_bem_798_elicit_22.wav	ukupitila mu kubatinya nangu ukutinya umutende wabo	Female
03-200923-230549_bem_798_elicit_13.wav	bushe cinshi calengele uyu mulumendo ukukwata amaka	Female
04-201008-155010_bem_40e_elicit_15.wav	nakulu kuti abeba ukuti alelila ishina e pa kuya ku nanga iyebuke shina	Female
03-200924-194133_bem_798_elicit_22.wav	nalabomfya amalegeni kanshi ndekabila ilibwe	Female
04-200914-215055_bem_346_elicit_14.wav	mwende bwino mwaumfwa ba geledi wanu	Female
04-201005-211232_bem_40e_elicit_11.wav	basosa no kuti nga bengatobaula icilibwe bakasangamo ifintu fimofimo ifyakale	Female
03-200925-043821_bem_798_elicit_32.wav	abengatemwa uku lolesha pa milimo yabo muli iyi magazine nge yakupeelafye kubufumu bwakwa lesa	Female
04-201005-212105_bem_40e_elicit_13.wav	kanshi ulya lesa taba palya pene peka iyoo aba mpanga yonse	Female
09-200916-054405_bem_a40_elicit_37.wav	ciisuma kafikenipo mukwai	Female
03-200916-142856_bem_798_elicit_28.wav	uwalya ikanga tabalala	Female
04-200916-232135_bem_346_elicit_2.wav	twaletampa ukusambilila mucisungu mu geledi one	Female
03-200916-010158_bem_798_elicit_46.wav	kanshi baliishiba ukuti kwabo ni kwikoshi	Female
17-200915-120130_bem_346_elicit_32.wav	kateka waku ghana	Female
06-200918-153816_bem_c20_elicit_34.wav	elyo asenda na ifumo lyakwe na isembe na umwando na umutete elyo asenda na inyambi akaka alaaya na ku musumba	Female
04-201005-212919_bem_40e_elicit_11.wav	kanshi abayeke ilyo baleisa bamona abeminine kuntanshi beka e pa kuyako imbilo bacila pa bali ku miti	Female
03-200918-110406_bem_798_elicit_17.wav	ala bambi tabakatasho kutwa	Female
04-200916-232841_bem_346_elicit_0.wav	ehe limbi mu kalasi mumwakwe ni namba one	Female
06-200916-150125_bem_c20_elicit_17.wav	mumbi atotela ati  santi we mfumu yandi	Female
03-200916-120506_bem_798_elicit_4.wav	imibundo enshita lintu ululembelya lukosa elyo nabanyenye batendeka ukulila	Female
17-200916-193611_bem_346_elicit_2.wav	aleshako ukulanda ici soli nomba tatwalila saana	Female
03-201006-013752_bem_798_elicit_35.wav	inshita nomba yasuka yakwanina iyakuti bamubatishe	Female
03-201002-063230_bem_798_elicit_16.wav	lwimbo nshi baumfwile luleimbwa muli waileshi	Female
03-200920-120041_bem_798_elicit_45.wav	lelo abantu abakwete ifilangililo ne fishibilo fya ubu bulwele bafwile ukuya ku cipatala icili mupepi ilyoline fye pakuti bengaya bondapako	Female
03-201007-022920_bem_798_elicit_31.wav	basanga nokuti cintu calinga saana shamitombo nga ni mfumu uko afuma ukuti aye asunge caalo cakwe bwinobwino	Female
06-200916-094743_bem_c20_elicit_11.wav	cilafye nkalamo aba nga mulya apilibuka ati mune kalulu bushe na utubantu uko kwine kukowa tulesako	Female
04-200914-215055_bem_346_elicit_18.wav	webby ili elo ulefika	Female
06-200916-150125_bem_c20_elicit_35.wav	uluceelo mumbi aima aya kukunonke fyuma	Female
04-200917-142312_bem_346_elicit_18.wav	nalakuma iwe steward ngolemona ati ndesekesha	Female
03-201002-063230_bem_798_elicit_0.wav	nga batila mwi ofeshi mwakaba nga mwitanuna ninshi balosha mwi	Female
07-200916-162122_bem_c20_elicit_21.wav	twacinda mukwai twacindilako na bene bamushi	Female
04-200917-142312_bem_346_elicit_30.wav	nomba apa alibelela elo alecita bwino saana	Female
06-200916-094743_bem_c20_elicit_14.wav	awe balaya na kucishiba uko kalulu amwene	Female
11-201010-161959_bem_c4b_elicit_26.wav	nga bafumya icikwa ku cimuti balapisha impela ye sembe mu mbali emo bapisha no lushishi ulo bapyatile umumposepose nabakaka ne nkotya e kushishila	Female
03-201007-015856_bem_798_elicit_64.wav	nomba uku nako atinta na shamitombo pa mukoshi apunda ka viloto umutima nomba wacisa	Female
03-200918-110406_bem_798_elicit_22.wav	nseba ishendela pamo	Female
07-200916-171635_bem_c20_elicit_43.wav	imfumu yatubila na ubwalwa mucisupa icikulu saana	Female
03-201006-003654_bem_798_elicit_15.wav	kuti ulucelo bulacafye bakaka no tufipe twabo balafumina na panse	Female
03-200916-133712_bem_798_elicit_9.wav	akoni kakela umutika temenwe	Female
06-200916-094743_bem_c20_elicit_42.wav	mukwai na ikumbi lya mfula lyasesha	Female
03-201004-113233_bem_798_elicit_33.wav	baaleeifwailo munani abenc no kufwailako mwansafyela ne fita fintubaya nafyo	Female
03-201003-235942_bem_798_elicit_28.wav	kuti ngefi basuka bafika na ku cimana icikulu saana ico baleti lunceto	Female
03-200918-110406_bem_798_elicit_37.wav	naifwe katulumbanye impalume shesu pafyo shiletukitila na pafyo shilecitila icalo cesu	Female
03-201006-005222_bem_798_elicit_17.wav	aumfwa ku mwinshi kuli na nku nku nku ebele nafwa	Female
03-201007-015856_bem_798_elicit_62.wav	aa lwali lubuli	Female
03-200920-120041_bem_798_elicit_2.wav	aka kashiishi kalaleta ubwafya mu mipemene nga filya ficita icifine kabili nga bwapitilila bulaleta utulaso	Female
03-200925-070127_bem_798_elicit_1.wav	bushe kuti nacita shani nga cakuti abantu balefwaya ukukongola ifitabo	Female
03-200925-070127_bem_798_elicit_21.wav	ulupapulo lwa christian brethren limo line abetwa cmml e kutila christian missions in many lands	Female
03-201004-103454_bem_798_elicit_19.wav	cilya bati e kwima nomba mu mushi mukwai nomba shatipo na lakatakatakata	Female
03-200916-023738_bem_798_elicit_14.wav	no muntu onse afwile ukubika amano ku cintu ico alefwaya	Female
03-200925-053533_bem_798_elicit_36.wav	muli fimbi ifilonganino umulungu umo utuntulu ulapeelwa kuli bamembala uwakuletamo amafya bakwete pali uyo mweni ku ntungulushi	Female
04-200917-142312_bem_346_elicit_14.wav	kabiye kapyange nakabili	Female
07-200916-164857_bem_c20_elicit_23.wav	imfumu aiti watula kwi mune	Female
03-201007-004908_bem_798_elicit_5.wav	asuka alamwipusha noko afuma	Female
06-200917-110207_bem_c20_elicit_12.wav	elyo akaleti uyu ayanwapo nga abwela umbi ayako tabakatwishibe iyoo pantu twalipalana	Female
03-200921-105818_bem_798_elicit_33.wav	bushe fiilangililo nshi ne fishibilo ubulwele bwa kolonavailasi twenty nineteen bwakwata	Female
04-201009-110829_bem_40e_elicit_17.wav	nomba mulenga wena tatwaishiba nga ciwa atemwa mwina lesa pantu tasosa ukuti ntuminwe kuli lesa atemwa ntuminwe kuli ciwa	Female
04-200917-202808_bem_346_elicit_2.wav	ukumwafwako ukumfwikisha bwino ku sukulu	Female
03-201002-063230_bem_798_elicit_2.wav	bushe katenga malilo cinshi	Female
17-200916-192637_bem_346_elicit_5.wav	elyo twalaya ku ng'anda	Female
11-201011-185414_bem_c4b_elicit_32.wav	cilya capalama ukuti baleke ukubutuka uyo uumukonkelepo ayafukatila no mubiye uyo ali mukati elyo bonse baleka ukubutuka elyo alasamuna nakabili	Female
03-200916-023738_bem_798_elicit_34.wav	leelo icishiki cilatinwa pantu cilakena  caliminina pakuti onse ulepita ekisula	Female
11-201010-145657_bem_c4b_elicit_26.wav	muli fyonse ificitikwa ku mansansa emo ifikolwe fishibila umusango umwana wabo akaba nao nga akula	Female
03-200921-162447_bem_798_elicit_24.wav	uwakukwata imibele ya bwaume pamo no bwanakashi	Female
03-201006-015824_bem_798_elicit_1.wav	baya na ku kapokola ku kulindila kuti bafishe umulandu	Female
17-200915-120130_bem_346_elicit_42.wav	nalatampa ukumyeba pali holide yandi mwaumfwa	Female
04-200917-202808_bem_346_elicit_1.wav	balandile ati nga pa ng'anda mfwile ukulaeshako ukulanda naena	Female
03-201006-005222_bem_798_elicit_40.wav	awe nao akusa no tufipe twakwe mukwangufyanyafye aima aya	Female
06-200916-154519_bem_c20_elicit_14.wav	abati piiteni mukwai	Female
06-200917-110207_bem_c20_elicit_4.wav	elyo nako akati nkesa mailo we mfumu pantu lelo lyena ninjikutisha	Female
04-200914-220511_bem_346_elicit_28.wav	nga catuti abana balesambilila muci soli	Female
04-201009-110017_bem_40e_elicit_35.wav	nkamushimikila na fimbi kuntanshi	Female
03-200916-142856_bem_798_elicit_2.wav	umuswema ukukosa ifupa kulamba inshila	Female
03-201007-015856_bem_798_elicit_63.wav	cilya fye viloto ati epa mfuti naikata koyikoyi amutinta kukulu awa	Female
03-201001-105646_bem_798_elicit_8.wav	kakoshi sompakakoshi sompasompasompa sompa	Female
06-200916-094743_bem_c20_elicit_1.wav	kalulu yangu cine ee we mucambaci ciineciine waikaya weka ee	Female
03-200924-194133_bem_798_elicit_44.wav	ecalenga ifwe fwe bantu bakwe tulingile ukusambilila inshila uyu lesa apusushishamo	Female
03-200925-053533_bem_798_elicit_0.wav	ine ici tacansakamike lelo ku lupwa lwandi ici tacabasekeshe	Female
03-201006-002050_bem_798_elicit_23.wav	shamitombo engila mu mitima ya aba bantu cine nga talelota na iwakuya ku fyalo	Female
03-201007-013831_bem_798_elicit_41.wav	ba shamitombo no mukashi bena baya na ku ofeshi ku kufisha lipoti	Female
03-201002-063230_bem_798_elicit_23.wav	lukasa nshi pio akonkele pakufwailisha uwaipeye kolala	Female
04-200917-202142_bem_346_elicit_2.wav	ukumwafwako ukumfwikisha bwino ku sukulu	Female
04-201005-204642_bem_40e_elicit_15.wav	ifyenda mulenga mu mpanga	Female
03-201007-013831_bem_798_elicit_24.wav	maria aalaalondolwela na yoani kuli munyina ati aba e balefwayo kuti bankobekele	Female
03-200916-023738_bem_798_elicit_8.wav	icilye fupa cilekatilila	Female
