audio	sentence	speaker_gender
03-200925-010537_bem_798_elicit_22.wav	ilyo tulelanda pa bunte bwe pusukilo mu cilonganino mu citente atemwa mu cifulo icili conse	Female
04-200917-143010_bem_346_elicit_29.wav	tamwishibe	Female
03-200925-003120_bem_798_elicit_13.wav	nga cakuti yaishibe ukuti yesu ecibusa icawamisha pa fibusa fyonse ikaaluka ikalatila ni ron	Female
04-201005-212919_bem_40e_elicit_22.wav	basosa no mulandu ku mfumu	Female
01-201013-134137_bem_fb0_elicit_19.wav	kwaliba ne fifulo na fimbi umo twikala utwingi	Male
01-180102-143243_bem_d31_elicit_4.wav	abasakamana abana babo bonse	Male
03-201007-013831_bem_798_elicit_11.wav	elyo lufonsho amushentenka ati	Female
03-201004-110412_bem_798_elicit_10.wav	lyena pa kuya ku kushika kano babale bayetula ku mipashi yabo	Female
04-200917-143010_bem_346_elicit_42.wav	muno mu zambia	Female
05-200918-100705_bem_a40_elicit_38.wav	bakakile impapa sha mbwili esho bafwele mu misana	Male
01-201001-204524_bem_fb0_elicit_25.wav	ubushiku bumbi joni amonfa umusungu wakwe amuletela kalata alamwipusha ati bushe ni kalata obe uyu	Male
05-200916-132246_bem_a40_elicit_17.wav	bushe ku ndola kutali	Male
01-201001-223110_bem_fb0_elicit_1.wav	joni ati leta kanshi mone ifilemba bamayo na ine njishibe ukuboko kwabo	Male
05-200918-093426_bem_a40_elicit_53.wav	bane mulamu wandi isumbu uko ateya niku mumana aaha niku mpanga ateya ena tateya ku mumana uku	Male
03-201007-004908_bem_798_elicit_5.wav	asuka alamwipusha noko afuma	Female
05-200917-111722_bem_a40_elicit_28.wav	awe kuti palya pene cimbwi ebele	Male
12-201010-083232_bem_526_elicit_8.wav	nomba umunani te wa kubula iyo twaleipakisha fye inshiku shonse	Male
01-200918-072441_bem_d31_elicit_37.wav	icilonganino ngacapatuka ku mutwe ninshi cafwa tekuti cibe ica mweo nakalya	Male
03-200916-015847_bem_798_elicit_27.wav	ilyo umuntu aleenda mu mpanga nangu mu mushi afwile ukwenda na kamuti muminwe nangu inkonto	Female
03-200916-133712_bem_798_elicit_0.wav	abasuma tabakokola	Female
01-200918-132008_bem_d31_elicit_7.wav	e ico pa mulandu wa congo nafilwa ukulemba ifya ku sukulu	Male
09-200916-054405_bem_a40_elicit_15.wav	mwapoleni mukwai	Female
04-201009-110829_bem_40e_elicit_9.wav	no kupalana bakapalana nao ukumfwa umusuma akapokelelwa na lesa akalatuusha no kusansamuka muli lesa imfumu yesu'	Female
01-201006-105203_bem_fb0_elicit_16.wav	basuka na bonse balongana	Male
13-201009-113828_bem_40e_elicit_2.wav	amwisusha ati tata finshi waisafwaya muno	Male
03-201001-100406_bem_798_elicit_0.wav	abaleembele ici citabo niba simon mwansa kapwepwe	Female
04-201005-205341_bem_40e_elicit_7.wav	nao wine katayi lyalishikeme mu lyakwa kaoma alaitwa nakaoma	Female
01-200921-192247_bem_d31_elicit_28.wav	paulo asambilishe abantu bamisango yonse	Male
01-180101-020958_bem_d31_elicit_9.wav	taumfwilepo fimo	Male
03-201007-011712_bem_798_elicit_11.wav	nangu umutima ushamuloseshe pa kuilumbilisha ukuti nao ni mfumu	Female
04-201008-155010_bem_40e_elicit_8.wav	pamo pene ngo muntu umo mu lupwa iwabo nga afwa asha umo uwa mu lupwa ali ne fumo	Female
03-201001-105646_bem_798_elicit_31.wav	ulecindika wiso nanoko nabonsefye	Female
13-201009-112851_bem_40e_elicit_7.wav	ala ena atila ico alesha ninshi abantu bonse balebeela pantu batiina ukufwa	Male
05-200916-171339_bem_a40_elicit_45.wav	ninaka ndefwaya ukutuusha	Male
05-200917-120015_bem_a40_elicit_28.wav	ee ba kalyamisha ati mukwai ati nshitumpikwa aisa ulya  uowakongolako indalama	Male
03-201007-015856_bem_798_elicit_57.wav	kuti kalifye ngo mu kamona fyayawa mansa	Female
01-201002-005539_bem_fb0_elicit_3.wav	umwenso elyo wacila kuli janet wena atontonkanya ukuti eo joni atuma ukwisa mubwesha lelo pa kufyuka kwakwa janet taishibepo nelyo kamo	Male
03-200921-154823_bem_798_elicit_5.wav	ukubomfya kwa mpango ukwine fye temutitikisha iyo	Female
01-180101-213930_bem_d31_elicit_46.wav	muli amasambililo ayengi kuli baifwe muli ici cipande	Male
05-200918-103449_bem_a40_elicit_74.wav	pa pitilefye inshita iinono ne ndoshi shafika	Male
03-201003-235942_bem_798_elicit_22.wav	twaima twapita twakunkumano lubilo ukuyapita apalele akanankwe	Female
03-201006-015824_bem_798_elicit_11.wav	ilyo aupilwe ico maria ali ku sukulu uwakumufya tamoneke bwangu pantu bawishi balelolela ukuti akabale akapwe amasabililo yakwe	Female
04-200914-215547_bem_346_elicit_39.wav	apa tulekula abab abana bakeshiba efyo abakulu efyo bacitile	Female
01-200918-075458_bem_d31_elicit_44.wav	tuli na lesa kanshi nani nomba uwingatutinya takuli kabili takwakabe	Male
03-201006-025003_bem_798_elicit_40.wav	kati akasuba kasansame na ba mangala basuuma	Female
01-200918-112337_bem_d31_elicit_36.wav	mulandunshi lesa aebele abrahamu ukucita icintu cafinefi	Male
01-200922-000917_bem_d31_elicit_3.wav	shikulu yesu aposele imyaka itatu alekula fye ibumba ukulingana no kumona ifintu abantu ikumi nababili babombele panuma	Male
04-200917-142312_bem_346_elicit_30.wav	nomba apa alibelela elo alecita bwino saana	Female
03-200918-110406_bem_798_elicit_10.wav	pafyo baletucitila tufwile ukubaafwako mu mano mu mapepo mu kusunga bwino ifyo batukulila	Female
07-200916-164857_bem_c20_elicit_23.wav	imfumu aiti watula kwi mune	Female
09-200916-054405_bem_a40_elicit_24.wav	imbeni no lukasu	Female
03-201002-085315_bem_798_elicit_10.wav	teacher edwin uwapa roan school	Female
04-201009-122744_bem_40e_elicit_8.wav	ena alaelenganya ukuti nalimo imfula yalaisa	Female
01-200914-200932_bem_d31_elicit_18.wav	bwafya nshi	Male
01-201006-110929_bem_fb0_elicit_39.wav	mulima ati awe mwandi na imwe mulaicusha endenifye muleti lesa mukulu aleyancita nshi	Male
07-200916-162122_bem_c20_elicit_10.wav	cilafye mumushi mwatalala utubundi palwino twaima twakakula na icimpompo ca mulunshi twabulamo na ifyakufwala	Female
05-200916-131248_bem_a40_elicit_10.wav	mwakwata amatoloshi yanga	Male
01-201001-201528_bem_fb0_elicit_17.wav	kabili cila cibelushi tulaya ku kunwa no kwangala ku bwacha hotel nako kwine nshilipila nelyo kamo	Male
03-200916-010158_bem_798_elicit_17.wav	eico mulifyonse ifyo umufyashi acita alafwaya ukuba icilangililo ku bana	Female
01-201006-093742_bem_fb0_elicit_16.wav	pa bushiku bwa lelo ine namupela icebo cakuti tulofye umuntu muno calo uleke tukaishalile	Male
03-201002-063230_bem_798_elicit_36.wav	wilabembuka	Female
05-200916-140243_bem_a40_elicit_7.wav	kuti basanga icipatala	Male
03-200916-120506_bem_798_elicit_16.wav	pa mwela enshita lintu icimwela cisa caleta kankungwe elyo calafimbaula namayanda elyo nemibili yabafye mpepompepo	Female
01-201001-172058_bem_fb0_elicit_3.wav	banalume nga mulefwaya ukucita ubwinga lilali	Male
02-200918-100309_bem_197_elicit_2.wav	umwana cintomfwa	Male
05-200916-195842_bem_a40_elicit_12.wav	nkaya nkaya apwile ubunga mukatondo	Male
01-201005-212422_bem_fb0_elicit_23.wav	ifwe natukayeteya ikunku ku mulu wa muti tukakwikemo na mafumo	Male
01-200930-133148_bem_fb0_elicit_14.wav	alebepa fye tapali ico alabile nakalya ni nsoni acitile pa kutampa ilyashi lya kulanshishamo	Male
01-201012-193916_bem_fb0_elicit_9.wav	e kalya kene nembele pamulu wa chapter uno akakuti  pakuti bamayo bese	Male
03-200924-214522_bem_798_elicit_12.wav	isenge lyabena kristu tempela palwaiko	Female
03-201007-011712_bem_798_elicit_9.wav	nao wa ku bufumu bwa ku kabara ekwabo mutundu wa ba cimba abo bopilana na ba maindo	Female
12-201009-111159_bem_526_elicit_41.wav	ba namayakuba nabo kuti fye cilya baikuta waumfwa abati ine nshilya mpambata	Male
11-201010-145657_bem_c4b_elicit_8.wav	icakonkapo kwikula pakuti balumbwe bakwate amaka ya kubomba imilimo imbi	Female
01-200918-075458_bem_d31_elicit_31.wav	ukwalola umutwe eko mubili uya	Male
03-200925-003120_bem_798_elicit_27.wav	lelo tusubilafye ukuti fyonse fili nokubafye bwino	Female
07-200916-162122_bem_c20_elicit_36.wav	ubulanda bwaya ku mukoshi wa mfumu	Female
03-200921-114142_bem_798_elicit_22.wav	ukushitisha kwa bantu elyo no kusunga mu busha milandu iyafisama	Female
01-200929-223449_bem_fb0_elicit_8.wav	janet ico atesha insele shafulisha aleka na ku lupi ati fye cilumendo wine ulya pa kanwa na paa	Male
03-200916-033028_bem_798_elicit_46.wav	muli fyonse talaba ukulengula	Female
01-180101-020137_bem_d31_elicit_0.wav	ukunaka ukucila mu cipimo waba mutande uwisa panono panono pamulandu wa muntu ukushupikwa mu matontonkanyo na ku mubili mu mano na ku mupashi	Male
02-200916-121354_bem_197_elicit_15.wav	bwaca pabuta na tuutu	Male
05-200917-085055_bem_a40_elicit_28.wav	yangu yangu yangu ne mwine mwa njipaila imbwa kanshi ne sembe lyenu nalibe	Male
05-200917-085055_bem_a40_elicit_73.wav	awe ati nokuti  natuleya bantu bandi	Male
05-200917-120015_bem_a40_elicit_57.wav	ne ndalama shobe ishi limbi nkakongola kuwakuti akampesha amano ngefi fine wampesha	Male
03-201002-085315_bem_798_elicit_0.wav	bushe kaleemba aloseshe mwi pakulanda aya amashiwi	Female
03-200920-120041_bem_798_elicit_7.wav	mu cifuba ubukali	Female
03-201002-054811_bem_798_elicit_46.wav	abantu nakongweleko bapoka impiya isho napokele	Female
01-200914-194432_bem_d31_elicit_29.wav	mona nalafwaya indalama inkakupela	Male
03-201002-051828_bem_798_elicit_32.wav	ngokasambilisha abana bobe atemwa bakaba abantu yawe yawe	Female
04-201009-110017_bem_40e_elicit_10.wav	ici cishiba cena cayandalilwa ne fyani mpanga yonse pakati kuti e pashala fye utumenshi kwati ni mulamba	Female
05-200916-152753_bem_a40_elicit_38.wav	bushe cinshi cilemucuusha	Male
03-201006-015824_bem_798_elicit_7.wav	uyu lingi ni lingi wa bufumu	Female
11-201010-172917_bem_c4b_elicit_35.wav	nelyo fye ni nama kuti bapela abaice bena balatobela imfuko	Female
03-200925-061220_bem_798_elicit_33.wav	natwebwa na panshi patalala ifyo ingatucita	Female
05-200917-085055_bem_a40_elicit_1.wav	kwali umuntu umo ishina lyakwe ni chomba nsangwa aikele eka pa mutanda na mwane	Male
03-200915-234914_bem_798_elicit_44.wav	mukubamona naifwe tufwile ukupala imitwe yabo	Female
01-200930-081904_bem_fb0_elicit_32.wav	pa cibelushi cakonkelepo joni aile aletandalila janet pa yadi pa mr thorncroft	Male
05-200916-201336_bem_a40_elicit_48.wav	walanga kolwe umungu elyo umupele ntanga	Male
05-200916-161926_bem_a40_elicit_30.wav	tabapyangile mu nganda nakabili	Male
12-201008-130449_bem_526_elicit_29.wav	shatupunsha bushiku bonse kuti cilya bwaya buleca twamona shatunguluka shalaya no kuya peshilya lya kamana	Male
03-201007-004908_bem_798_elicit_32.wav	elyo maria umuuma watampo kunsabaisha kale ilelo lyena kansose	Female
01-201001-174927_bem_fb0_elicit_19.wav	pa kuya kwa janet joni kuti ele alelisha na kamunsoli pa citukutuku cakwe	Male
